-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,0,10,10,10,10,10,10,10,10,10,10,10,10,0,-1,-1,-1
-1,-1,-1,0,10,0,0,0,0,0,0,0,0,0,0,10,0,-1,-1,-1
-1,-1,-1,0,10,0,22,0,0,0,37,0,0,22,0,10,0,-1,-1,-1
-1,-1,-1,0,10,0,0,0,0,0,0,0,0,0,0,10,0,-1,-1,-1
-1,-1,-1,0,10,10,10,10,0,0,0,0,10,10,10,10,0,-1,-1,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
